StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder ,personal_threshold,others_average ,similar_average ,poor_focused ,confidence ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Q15,PROLIFIC_PID,Othersbelief_DO
27/7/25 23:10,27/7/25 23:13,IP Address,24.92.36.242,100,178,TRUE,27/7/25 23:13,R_3JqqIKzP5EQtfl3,,,,,42.9968,-78.1888,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5cd6c1197b871a0001b13589,64,Female,Yes,Yes,Married,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,3,9,2000,3000,3000,2000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,2,0,0,8,Thailand,5cd6c1197b871a0001b13589,others_average |similar_average |poor_focused 
27/7/25 23:33,27/7/25 23:36,IP Address,68.196.212.11,100,212,TRUE,27/7/25 23:36,R_6PGDUdIuZbdygxs,,,,,40.6704,-73.6981,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6606cca5b64c5bf8584b280f,59,Female,Yes,Yes,Single,"$8,334–$12,499/month",Some undergraduate,White/Caucasian,Strong Republican,3,5,12000,15000,14000,5000,Moderately confident,7,1,7,5,5,0,0,Thailand,6606cca5b64c5bf8584b280f,similar_average |poor_focused |others_average 
27/7/25 23:34,27/7/25 23:36,IP Address,174.219.211.10,100,171,TRUE,27/7/25 23:36,R_7MrJB4B4UeRzwLr,,,,,39.8291,-86.0859,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66077bbc1f0ffc0998b8a61f,27,Male,Yes,Yes,Single,"$2,500–$3,333/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,2,2,4500,3750,4000,3500,Slightly confident,2,0 - Not at all supportive,2,5,0,0,5,Thailand,66077bbc1f0ffc0998b8a61f,poor_focused |similar_average |others_average 
27/7/25 23:30,27/7/25 23:37,IP Address,100.40.114.183,100,391,TRUE,27/7/25 23:37,R_5OUvNXK4kRiZMSB,,,,,41.874,-71.3844,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",677454d2ffb9721d9469456a,35,Female,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Independent,2,5,5000,4000,5000,3000,Slightly confident,10 - Completely supportive,Don't know/prefer not to answer,10 - Completely supportive,3,3,1,3,Thailand,677454d2ffb9721d9469456a,others_average |similar_average |poor_focused 
27/7/25 23:30,27/7/25 23:37,IP Address,73.6.57.248,100,402,TRUE,27/7/25 23:37,R_6HdsDAA4LsF8hA5,,,,,29.7388,-95.8309,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",641dfbd1cf0e57384c37a037,45,Female,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,3,0 - Not at all satisfied,8400,8400,8400,5000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,3,1,1,5,Thailand,641dfbd1cf0e57384c37a037,others_average |poor_focused |similar_average 
27/7/25 23:30,27/7/25 23:37,IP Address,139.55.214.52,100,404,TRUE,27/7/25 23:37,R_18BSPu1AcDI0t7B,,,,,33.5482,-86.5444,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",673658fa09fcd6f0ce84575e,66,Male,Yes,Yes,Married,"$1,667–$2,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Lean Democrat,2,8,5000,6000,5000,3500,Moderately confident,8,4,5,5,2.5,2.5,0,Thailand,673658fa09fcd6f0ce84575e,others_average |similar_average |poor_focused 
27/7/25 23:34,27/7/25 23:37,IP Address,13.56.75.142,100,133,TRUE,27/7/25 23:37,R_3iqbt4PIWPyv7uo,,,,,37.3388,-121.8916,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66df530525ff636218e380bf,33,Male,Yes,Yes,Cohabiting,"$4,167–$4,999/month",Completed undergraduate,"White/Caucasian,Hispanic/Latinx",Strong Republican,5,4,7200,5000,8000,4000,Moderately confident,5,2,0 - Not at all supportive,0,0,0,10,Thailand,66df530525ff636218e380bf,similar_average |others_average |poor_focused 
27/7/25 23:27,27/7/25 23:37,IP Address,71.163.213.136,100,558,TRUE,27/7/25 23:37,R_5V1QyZcYczDN6E4,,,,,38.8476,-77.3281,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5a8f13595292b80001235e09,38,Male,Yes,Yes,Prefer not to say,"$2,500–$3,333/month",Completed undergraduate,"White/Caucasian,Asian",Independent,1,7,5000,5000,5000,4000,Slightly confident,10 - Completely supportive,10 - Completely supportive,9,0,0,0,10,Thailand,5a8f13595292b80001235e09,others_average |similar_average |poor_focused 
27/7/25 23:35,27/7/25 23:37,IP Address,174.106.147.55,100,117,TRUE,27/7/25 23:37,R_34vJZ53pvIUfi3D,,,,,34.4352,-77.8878,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5d37ad921c16bb0015281337,40,Female,Yes,Yes,Married,"$12,500/month or more",Some undergraduate,White/Caucasian,Independent,4,9,30000,12000,25000,5000,Slightly confident,7,1,3,0,0,0,10,Thailand,5d37ad921c16bb0015281337,poor_focused |similar_average |others_average 
27/7/25 23:28,27/7/25 23:37,IP Address,76.153.60.45,100,524,TRUE,27/7/25 23:37,R_1Lqx7nqTprXlfcz,,,,,25.6062,-80.3452,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5fbd948d22ebef1c398a8e8a,36,Female,Yes,Yes,Divorced,"$3,334–$4,166/month",Other,White/Caucasian,Independent,4,4,10000,10000,10000,10000,Not at all confident,5,5,7,2,2,2,4,Thailand,5fbd948d22ebef1c398a8e8a,poor_focused |similar_average |others_average 
27/7/25 23:31,27/7/25 23:37,IP Address,97.116.182.244,100,334,TRUE,27/7/25 23:37,R_5vfdH4y5cePHJT9,,,,,44.9121,-93.1717,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",607cbf385d3202721e3f719f,57,Female,Yes,Yes,Married,"$7,500–$8,333/month",Completed undergraduate,White/Caucasian,Strong Democrat,3,7,12000,10000,13000,8000,Not at all confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,0,0,5,Thailand,607cbf385d3202721e3f719f,others_average |similar_average |poor_focused 
27/7/25 23:34,27/7/25 23:37,IP Address,71.47.78.220,100,170,TRUE,27/7/25 23:37,R_1HHsuDRC8ODfNI7,,,,,28.3089,-81.3708,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",64908dd31f88b03ea35d99c3,32,Male,Yes,Yes,Single,"$4,167–$4,999/month",Completed undergraduate,Hispanic/Latinx,Lean Democrat,3,8,6000,5000,7000,7000,Slightly confident,10 - Completely supportive,5,10 - Completely supportive,5,1,3,1,Thailand,64908dd31f88b03ea35d99c3,others_average |similar_average |poor_focused 
27/7/25 23:33,27/7/25 23:37,IP Address,73.156.87.199,100,230,TRUE,27/7/25 23:37,R_6iKn7HieYo1WnRJ,,,,,26.6207,-81.8325,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",682390853c8bd2bac4005d78,60,Male,Yes,Yes,Single,"$3,334–$4,166/month",High school graduate or GED equivalent,Hispanic/Latinx,Strong Democrat,1,8,50000,15000,20000,10000,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,1,1,1,7,Thailand,682390853c8bd2bac4005d78,similar_average |others_average |poor_focused 
27/7/25 23:29,27/7/25 23:37,IP Address,99.174.90.149,100,474,TRUE,27/7/25 23:37,R_331pOaNZ8wO6y0H,,,,,33.5146,-83.8626,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",675b0b540136e11e9f32dc8b,22,Female,Yes,Yes,Single,"$4,167–$4,999/month",Completed undergraduate,White/Caucasian,Independent,1,4,6000,6000,6000,3000,Slightly confident,4,0 - Not at all supportive,Don't know/prefer not to answer,10,0,0,0,Thailand,675b0b540136e11e9f32dc8b,poor_focused |others_average |similar_average 
27/7/25 23:35,27/7/25 23:37,IP Address,142.197.215.36,100,141,TRUE,27/7/25 23:37,R_1sRPv44sX30bogB,,,,,29.2635,-81.9532,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67a7eb08841b6d862cea5a75,28,Female,Yes,Yes,Married,"$2,500–$3,333/month",Completed undergraduate,White/Caucasian,Independent,4,3,6000,8000,5500,5000,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,4,3,3,0,Thailand,67a7eb08841b6d862cea5a75,others_average |poor_focused |similar_average 
27/7/25 23:34,27/7/25 23:37,IP Address,50.36.254.1,100,166,TRUE,27/7/25 23:37,R_1obtQIasnh6A9e5,,,,,43.1774,-86.1982,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66362c599c58570d437989ca,24,Male,Yes,Yes,Single,"$5,000–$5,833/month",Completed undergraduate,White/Caucasian,Independent,3,3,3000,5250,5500,4000,Slightly confident,6,5,4,0,0,0,10,Thailand,66362c599c58570d437989ca,similar_average |poor_focused |others_average 
27/7/25 23:33,27/7/25 23:37,IP Address,67.238.165.145,100,282,TRUE,27/7/25 23:37,R_6KCNe3PuhhcYtWh,,,,,32.3763,-80.5722,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6628141ef03d907d9b2ff86d,43,Male,Yes,Yes,Married,"$5,834–$6,666/month",Completed undergraduate,White/Caucasian,Lean Republican,3,6,12000,10000,15000,5000,Moderately confident,8,2,2,5,0,0,5,Thailand,6628141ef03d907d9b2ff86d,poor_focused |others_average |similar_average 
27/7/25 23:32,27/7/25 23:37,IP Address,108.234.164.167,100,314,TRUE,27/7/25 23:37,R_5aXr0Fhu3RDvlCb,,,,,30.3251,-92.0396,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",60b8242021561f7827855c02,39,Female,Yes,Yes,Cohabiting,"$1,000–$1,666/month",Some high school,White/Caucasian,Independent,2,8,2000,5000,4000,3000,Not at all confident,4,7,3,2,0,0,8,Thailand,60b8242021561f7827855c02,similar_average |poor_focused |others_average 
27/7/25 23:34,27/7/25 23:37,IP Address,69.142.53.207,100,176,TRUE,27/7/25 23:37,R_3fCZCZ17GEaso77,,,,,39.7296,-75.468,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5f7529755aaa0e1a6e804640,49,Male,Yes,Yes,Married,"$7,500–$8,333/month",Completed undergraduate,White/Caucasian,Lean Republican,4,9,10000,9000,1100,7000,Slightly confident,8,1,9,4,4,0,2,Thailand,5f7529755aaa0e1a6e804640,similar_average |others_average |poor_focused 
27/7/25 23:34,27/7/25 23:37,IP Address,172.56.218.201,100,211,TRUE,27/7/25 23:37,R_1RJrYS1svdzw7Sh,,,,,39.9945,-75.1648,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",663a8f6036483d6f8cd83487,41,Female,Yes,Yes,Separated,"$4,167–$4,999/month",Completed undergraduate,"White/Caucasian,Hispanic/Latinx",Lean Democrat,3,3,6000,7500,7000,4000,Moderately confident,5,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,663a8f6036483d6f8cd83487,poor_focused |others_average |similar_average 
27/7/25 23:35,27/7/25 23:37,IP Address,98.162.157.247,100,168,TRUE,27/7/25 23:37,R_6dR26EVXkttR02z,,,,,30.4132,-87.3138,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62f8f9a33bc7d6d2915ea840,33,Male,Yes,Yes,Single,"$7,500–$8,333/month",Some undergraduate,White/Caucasian,Lean Democrat,4,7,12000,8000,10000,5000,Slightly confident,8,5,10 - Completely supportive,3,1,1,5,Thailand,62f8f9a33bc7d6d2915ea840,poor_focused |similar_average |others_average 
27/7/25 23:28,27/7/25 23:38,IP Address,143.109.183.151,100,595,TRUE,27/7/25 23:38,R_6OrhdWdIN1pCt6K,,,,,36.1021,-97.0636,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66e8e576357d882730f188cd,48,Female,Yes,Yes,Separated,"$3,334–$4,166/month",Completed undergraduate,White/Caucasian,Independent,2,4,3000,7500,10000,10000,Moderately confident,2,1,10 - Completely supportive,5,0,0,5,Thailand,66e8e576357d882730f188cd,others_average |similar_average |poor_focused 
27/7/25 23:34,27/7/25 23:38,IP Address,174.227.41.51,100,194,TRUE,27/7/25 23:38,R_3sd0WDJmOKoLqOF,,,,,47.6109,-122.3303,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65f353147653b5d6eee93ebe,63,Non-binary / third gender,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,Hispanic/Latinx,Lean Democrat,1,8,5000,8000,6000,5000,Moderately confident,10 - Completely supportive,4,9,2,1,0,7,Thailand,65f353147653b5d6eee93ebe,others_average |poor_focused |similar_average 
27/7/25 23:31,27/7/25 23:38,IP Address,70.95.9.233,100,413,TRUE,27/7/25 23:38,R_1uX61RBRds1oyVZ,,,,,32.9164,-117.1393,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e57326738fb3a0e59321c1f,24,Male,Yes,Yes,Single,"$5,834–$6,666/month",Completed undergraduate,Asian,Lean Democrat,5,3,10000,6000,10000,8000,Slightly confident,6,6,8,1,1,1,7,Thailand,5e57326738fb3a0e59321c1f,similar_average |poor_focused |others_average 
27/7/25 23:33,27/7/25 23:38,IP Address,70.101.146.195,100,264,TRUE,27/7/25 23:38,R_764IqtJf2qWbstj,,,,,44.0272,-89.8879,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6372d1f14a6bd3713c1c0acf,67,Female,Yes,Yes,Married,"$3,334–$4,166/month",Completed undergraduate,White/Caucasian,Independent,2,8,7000,8000,8000,5000,Not at all confident,2,7,7,0,0,0,10,Thailand,6372d1f14a6bd3713c1c0acf,poor_focused |others_average |similar_average 
27/7/25 23:29,27/7/25 23:38,IP Address,24.209.129.54,100,497,TRUE,27/7/25 23:38,R_5PXkSi6rwINYMLj,,,,,43.014,-88.2783,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",61219fd8387ca59d07e0dc1c,57,Female,Yes,Yes,Divorced,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Independent,3,9,9500,5000,9500,5000,Very confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,5,5,0,0,Thailand,61219fd8387ca59d07e0dc1c,similar_average |others_average |poor_focused 
27/7/25 23:31,27/7/25 23:38,IP Address,69.246.21.29,100,420,TRUE,27/7/25 23:38,R_3qh27VcCpmgDgQ3,,,,,34.2852,-88.6746,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65639c2f102822f13aa7531c,57,Female,Yes,Yes,Divorced,"$2,500–$3,333/month",Completed graduate (Master’s or PhD),Black/African,Strong Democrat,1,3,10000,12000,10000,6000,Not at all confident,10 - Completely supportive,7,8,6,2,2,0,Thailand,65639c2f102822f13aa7531c,poor_focused |similar_average |others_average 
27/7/25 23:31,27/7/25 23:38,IP Address,68.41.130.204,100,387,TRUE,27/7/25 23:38,R_5c9d7VFyzJ2gJgZ,,,,,42.3353,-83.2864,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",667871d17d7fdf0358f82a28,46,Male,Yes,Yes,Single,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,1,6,5000,5000,5000,5000,Moderately confident,5,7,6,0,0,0,10,Thailand,667871d17d7fdf0358f82a28,others_average |similar_average |poor_focused 
27/7/25 23:34,27/7/25 23:38,IP Address,50.158.217.99,100,214,TRUE,27/7/25 23:38,R_5OBICuqEg36xTz6,,,,,36.2038,-115.2255,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6620b6a209127dafd5b2dfb9,37,Male,Yes,Yes,Single,"$2,500–$3,333/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,1,4,5000,6000,6000,4000,Moderately confident,7,10 - Completely supportive,3,3,0,0,7,Thailand,6620b6a209127dafd5b2dfb9,poor_focused |similar_average |others_average 
27/7/25 23:36,27/7/25 23:38,IP Address,174.235.64.66,100,114,TRUE,27/7/25 23:38,R_3o7NcMfGR5WhbuA,,,,,34.7659,-80.401,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5f39eb3c94f71318adf97910,36,Female,Yes,Yes,Divorced,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Lean Democrat,2,7,6000,8000,8000,5000,Not at all confident,10 - Completely supportive,10 - Completely supportive,9,10,0,0,0,Thailand,5f39eb3c94f71318adf97910,similar_average |poor_focused |others_average 
27/7/25 23:36,27/7/25 23:38,IP Address,75.26.217.163,100,125,TRUE,27/7/25 23:38,R_59uKMBFUbYqXMAh,,,,,25.4572,-80.4587,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5c1b9212bfd9220001a9ada0,33,Male,Yes,Yes,Married,"$5,000–$5,833/month",Completed undergraduate,White/Caucasian,Strong Republican,4,10 - Completely satisfied,20000,10000,10000,5000,Not at all confident,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,5c1b9212bfd9220001a9ada0,poor_focused |similar_average |others_average 
27/7/25 23:33,27/7/25 23:38,IP Address,172.56.209.74,100,266,TRUE,27/7/25 23:38,R_3LcZ1Zn0DIkHNYi,,,,,36.102,-115.1447,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6792f9facbb387400c5b6119,35,Female,Yes,Yes,Prefer not to say,"Less than $1,000/month",Some graduate,"White/Caucasian,Hispanic/Latinx,Native American",Independent,1,6,3000,2000,4000,3000,Moderately confident,10 - Completely supportive,6,10 - Completely supportive,2,2,1,5,Thailand,6792f9facbb387400c5b6119,others_average |poor_focused |similar_average 
27/7/25 23:29,27/7/25 23:38,IP Address,76.82.254.218,100,507,TRUE,27/7/25 23:38,R_3PYsTUKKrtPx6sZ,,,,,34.1483,-118.0016,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",59f226a9d6380600018b2923,61,Female,Yes,Yes,Cohabiting,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,2,6,3000,5500,4500,3500,Not at all confident,0 - Not at all supportive,0 - Not at all supportive,1,0,0,0,10,Thailand,59f226a9d6380600018b2923,similar_average |others_average |poor_focused 
27/7/25 23:34,27/7/25 23:38,IP Address,166.181.244.92,100,204,TRUE,27/7/25 23:38,R_6qDaikFA8SWIHD1,,,,,47.6109,-122.3303,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6745f0206dd8c1fed2c5d160,38,Female,Yes,Yes,Cohabiting,"$1,000–$1,666/month",Some undergraduate,White/Caucasian,Strong Democrat,2,4,3500,5000,4500,4000,Slightly confident,10 - Completely supportive,4,7,2,2,2,4,Thailand,6745f0206dd8c1fed2c5d160,poor_focused |others_average |similar_average 
27/7/25 23:22,27/7/25 23:38,IP Address,174.247.148.32,100,946,TRUE,27/7/25 23:38,R_7D3nyHWxifY1HFv,,,,,40.5989,-111.8304,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67eb2f7bde953c130a671bd0,56,Male,Yes,Yes,Single,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,1,4,15000,8000,15000,3000,Very confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,3,2,5,0,Thailand,67eb2f7bde953c130a671bd0,others_average |similar_average |poor_focused 
27/7/25 23:35,27/7/25 23:38,IP Address,73.71.160.42,100,181,TRUE,27/7/25 23:38,R_1xAbfuSre0VR9YA,,,,,38.4354,-122.7128,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5df97cf6deea2b70989b6528,54,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,2,8,9500,8500,10000,4000,Slightly confident,8,Don't know/prefer not to answer,8,2,1,0,7,Thailand,5df97cf6deea2b70989b6528,others_average |similar_average |poor_focused 
27/7/25 23:34,27/7/25 23:38,IP Address,184.153.145.21,100,233,TRUE,27/7/25 23:38,R_3Zo3CgLM8QRMl3P,,,,,44.7529,-68.6789,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5ec75df0d799ae1c11a8115c,25,Female,Yes,Yes,Single,"$7,500–$8,333/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Democrat,3,7,5000,10000,10000,3500,Moderately confident,10 - Completely supportive,7,10 - Completely supportive,10,0,0,0,Thailand,5ec75df0d799ae1c11a8115c,poor_focused |similar_average |others_average 
27/7/25 23:35,27/7/25 23:38,IP Address,173.64.114.73,100,200,TRUE,27/7/25 23:38,R_10XLwLVXAN3k969,,,,,39.2726,-76.8614,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6229fff149374541c22a95bf,70,Male,Yes,Yes,Married,"$8,334–$12,499/month",Some graduate,White/Caucasian,Lean Democrat,2,9,15000,10000,12000,5000,Slightly confident,9,2,6,10,0,0,0,Thailand,6229fff149374541c22a95bf,poor_focused |similar_average |others_average 
27/7/25 23:35,27/7/25 23:38,IP Address,66.27.188.150,100,160,TRUE,27/7/25 23:38,R_6NP9oSpQL1cGeAY,,,,,34.1619,-116.4335,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",566a17d07da0350012b3e876,55,Male,Yes,Yes,Cohabiting,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Strong Democrat,2,7,5000,15000,10000,5000,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,566a17d07da0350012b3e876,similar_average |poor_focused |others_average 
27/7/25 23:31,27/7/25 23:38,IP Address,97.139.215.198,100,451,TRUE,27/7/25 23:38,R_5y9nAcmTvpF2PFA,,,,,39.7593,-104.9651,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",671165ce01cd9c2699b90dc1,34,Female,Yes,Yes,Married,"$6,667–$7,499/month",Some graduate,White/Caucasian,Independent,4,7,100000,80000,100000,30000,Moderately confident,5,8,3,4,3,2,1,Thailand,671165ce01cd9c2699b90dc1,similar_average |poor_focused |others_average 
27/7/25 23:36,27/7/25 23:38,IP Address,173.63.144.162,100,127,TRUE,27/7/25 23:38,R_6Fo1agTijx77xSm,,,,,40.7021,-74.4049,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66e8661e0c5e57cda7bf2d39,27,Male,Yes,Yes,Single,"$4,167–$4,999/month",Completed undergraduate,White/Caucasian,Lean Democrat,4,6,4500,5000,6500,3500,Slightly confident,10 - Completely supportive,8,10 - Completely supportive,5,2,0,3,Thailand,66e8661e0c5e57cda7bf2d39,similar_average |poor_focused |others_average 
27/7/25 23:15,27/7/25 23:38,IP Address,194.50.144.190,100,1386,TRUE,27/7/25 23:38,R_3Ba01BcMkZ7pSbl,,,,,37.751,-97.822,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67f020ded233a50f479c4c87,43,Male,Yes,Yes,Married,"$2,500–$3,333/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Democrat,5,8,9000,7000,8000,4000,Moderately confident,0 - Not at all supportive,8,10 - Completely supportive,4,2,1,3,Thailand,67f020ded233a50f479c4c87,poor_focused |similar_average |others_average 
27/7/25 23:33,27/7/25 23:38,IP Address,73.1.112.8,100,343,TRUE,27/7/25 23:38,R_5ClTqlkcE1z6ew9,,,,,27.2621,-80.3835,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62faba5f904642df812944fa,70,Female,Yes,Yes,Divorced,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Lean Democrat,1,2,5000,6000,6000,5000,Slightly confident,10 - Completely supportive,9,10 - Completely supportive,1,1,1,7,Thailand,62faba5f904642df812944fa,poor_focused |similar_average |others_average 
