StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RelevantIDDuplicate,Q_DuplicateRespondent,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder_pre ,personal_thresh_pre,others_average_pre ,similar_average_pre ,poor_focused_pre ,confidence_pre ,Ncorrect_a_believe ,Ncorrect_a_similar ,Ncorrect_p_believe ,Ncorrect_p_similar ,life_ladder_post ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Deservingness _1,Deservingness _2,Deservingness _3,income_thresh_post ,others_average_post ,similar_average_pos ,poor_focus_post ,confidence_post ,Comprehension check ,Q15,PROLIFIC_PID,actual_average,actual_poor,treatment,Othersbeliefpre_DO,Othersbelief-post_DO
1/8/25 17:46,1/8/25 17:51,IP Address,137.118.100.103,100,280,TRUE,1/8/25 17:51,R_6HoHbuqVfOUzYbg,,,,,35.6104,-76.8613,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",610e97f2daaed7842b3c929f,42,Female,Yes,Yes,Married,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Strong Republican,6,6,15000,10000,6000,4000,Moderately confident,Somewhat believable,Very relevant,,,6,7,0 - Not at all supportive,2,0,0,0,10,Agree,Disagree,Somewhat agree,17000,14000,8000,3000,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,610e97f2daaed7842b3c929f,13592.22,8832.47,Normcorrection-average,similar_average_pre |others_average_pre |poor_focused_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 19:14,1/8/25 19:22,IP Address,223.29.147.24,100,481,TRUE,1/8/25 19:22,R_3LLGmUQXBMcwNzP,,,,,37.751,-97.822,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67ca15fa5ac00bea9d6fa762,33,Female,Yes,Yes,Cohabiting,"$5,000–$5,833/month",Some undergraduate,White/Caucasian,Strong Republican,2,4,30000,10000,25000,10000,Moderately confident,,,,,4,6,6,6,2,4,1,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30000,10000,25000,10000,Moderately confident,,Thailand,67ca15fa5ac00bea9d6fa762,13592.22,8832.47,Normcorrection-control_p,poor_focused_pre |similar_average_pre |others_average_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 19:09,1/8/25 19:22,IP Address,24.98.0.21,100,751,TRUE,1/8/25 19:22,R_1dLj4Z5JmSgYrhV,,,,,34.1825,-84.8247,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66571a683453cf4b602b143e,45,Female,No,Yes,Single,"$4,167–$4,999/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,2,2,6000,41000,8500,5000,Not at all confident,,,,,2,10 - Completely supportive,3,9,10,0,0,0,Agree,Disagree,Somewhat disagree,6000,41000,8000,5000,Not at all confident,,Thailand,66571a683453cf4b602b143e,13592.22,8832.47,Normcorrection-control_p,similar_average_pre |others_average_pre |poor_focused_pre ,similar_average_pos |others_average_post |poor_focus_post 
1/8/25 19:19,1/8/25 19:23,IP Address,174.182.31.10,100,220,TRUE,1/8/25 19:23,R_7Sc5f57BmsQpTGP,,,,,39.9086,-86.121,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63b75b3eace44d9b4bbe411d,43,Female,Yes,Yes,Married,"$12,500/month or more",Completed undergraduate,White/Caucasian,Lean Republican,4,9,12500,8000,15000,4000,Not at all confident,,,,,9,8,0 - Not at all supportive,2,0,0,0,10,Somewhat disagree,Disagree,Strongly agree,12500,8000,15000,4000,Not at all confident,,Thailand,63b75b3eace44d9b4bbe411d,13592.22,8832.47,Normcorrection-control_a,others_average_pre |similar_average_pre |poor_focused_pre ,similar_average_pos |others_average_post |poor_focus_post 
1/8/25 19:19,1/8/25 19:23,IP Address,98.218.71.208,100,261,TRUE,1/8/25 19:23,R_7LdscIr79gEemqi,,,,,38.5643,-76.0874,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63d7ae296798556be9462358,45,Male,Yes,Yes,Single,"$5,834–$6,666/month",High school graduate or GED equivalent,White/Caucasian,No political affiliation,3,5,8000,8000,7000,6000,Not at all confident,,,,,5,10 - Completely supportive,6,8,0,0,0,10,Agree,Neither agree nor disagree,Neither agree nor disagree,8000,8000,7000,6000,Not at all confident,,Thailand,63d7ae296798556be9462358,13592.22,8832.47,Normcorrection-control_a,others_average_pre |similar_average_pre |poor_focused_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 18:55,1/8/25 19:24,IP Address,45.134.92.11,100,1720,TRUE,1/8/25 19:24,R_15TTGapDqLwYpWN,,,,,37.751,-97.822,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d29b370a5be26f13f48e9c,32,Male,Yes,Yes,Married,"$8,334–$12,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Lean Democrat,4,7,12000,10000,13000,5000,Moderately confident,Somewhat believable,Very relevant,,,7,6,7,10 - Completely supportive,3,2,1,4,Agree,Somewhat disagree,Disagree,12000,10000,13000,5000,Moderately confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,67d29b370a5be26f13f48e9c,13592.22,8832.47,Normcorrection-average,poor_focused_pre |similar_average_pre |others_average_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 19:16,1/8/25 19:24,IP Address,70.135.47.103,100,504,TRUE,1/8/25 19:24,R_1vjlQdYUUaI2prf,,,,,42.4257,-83.1522,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6697dc5457f1680503b8e7b9,69,Female,Yes,Yes,Widowed,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,2,7,5000,8000,5000,4000,Moderately confident,,,Somewhat believable,Slightly relevant,7,10 - Completely supportive,9,10 - Completely supportive,10,0,0,0,Agree,Disagree,Agree,5000,10000,8000,8000,Moderately confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,6697dc5457f1680503b8e7b9,13592.22,8832.47,Normcorrection-lowincome,poor_focused_pre |similar_average_pre |others_average_pre ,poor_focus_post |others_average_post |similar_average_pos 
1/8/25 19:16,1/8/25 19:25,IP Address,24.21.187.176,100,530,TRUE,1/8/25 19:25,R_1YEeY96UpZQXZYr,,,,,45.5135,-122.5041,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",666ba5dbfe88e54abe377e6e,66,Female,Yes,Yes,Cohabiting,"$5,834–$6,666/month",Completed undergraduate,Black/African,Strong Democrat,2,4,10000,10000,10000,5000,Slightly confident,,,Somewhat unbelievable,Slightly relevant,3,8,8,8,3,1,1,5,Somewhat agree,Somewhat disagree,Somewhat disagree,15000,10000,15000,5000,Moderately confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,666ba5dbfe88e54abe377e6e,13592.22,8832.47,Normcorrection-lowincome,poor_focused_pre |similar_average_pre |others_average_pre ,similar_average_pos |others_average_post |poor_focus_post 
1/8/25 19:19,1/8/25 19:26,IP Address,99.7.166.131,100,402,TRUE,1/8/25 19:26,R_3rwnBv2kjxq26Fu,,,,,32.8285,-97.0951,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67197894611a27c0434adff7,51,Female,Yes,Yes,Married,"$6,667–$7,499/month",Completed undergraduate,White/Caucasian,Independent,4,7,10000,10000,9000,4000,Slightly confident,Somewhat unbelievable,Slightly relevant,,,7,7,2,8,6,2,2,0,Neither agree nor disagree,Somewhat agree,Somewhat agree,10000,10000,10000,4000,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,67197894611a27c0434adff7,13592.22,8832.47,Normcorrection-average,similar_average_pre |poor_focused_pre |others_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 19:23,1/8/25 19:27,IP Address,96.250.91.153,100,243,TRUE,1/8/25 19:27,R_31zyZsbe4mGPRZo,,,,,40.6295,-74.0938,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66c3366a3b5834b89124e85a,48,Female,Yes,Yes,Married,"$2,500–$3,333/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,4,8,8000,8000,6000,5500,Moderately confident,,,Somewhat believable,Slightly relevant,8,3,9,8,2,0,0,8,Neither agree nor disagree,Somewhat disagree,Agree,8500,9000,6500,3000,Slightly confident,,Thailand,66c3366a3b5834b89124e85a,13592.22,8832.47,Normcorrection-lowincome,poor_focused_pre |similar_average_pre |others_average_pre ,poor_focus_post |others_average_post |similar_average_pos 
1/8/25 19:21,1/8/25 19:28,IP Address,97.95.151.196,100,388,TRUE,1/8/25 19:28,R_1uvP5zQo3hgyNy6,,,,,36.1819,-85.4408,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5bc0af535ea1020001f9352d,55,Female,Yes,Yes,Married,"$2,500–$3,333/month",Some undergraduate,White/Caucasian,Lean Republican,4,5,5000,7000,5000,4000,Slightly confident,,,,,5,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Strongly agree,Agree,Disagree,5000,7000,6000,4000,Moderately confident,,Thailand,5bc0af535ea1020001f9352d,13592.22,8832.47,Normcorrection-control_p,others_average_pre |poor_focused_pre |similar_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 19:19,1/8/25 19:28,IP Address,72.230.151.31,100,502,TRUE,1/8/25 19:28,R_69iu0uHkSLD2QtQ,,,,,43.2213,-78.3855,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",675d8e72fa00e783c0d8baa4,54,Male,Yes,Yes,Married,"$7,500–$8,333/month",Completed graduate (Master’s or PhD),White/Caucasian,Lean Democrat,4,8,8000,5000,7000,3000,Slightly confident,,,Somewhat unbelievable,Slightly relevant,8,10 - Completely supportive,8,7,5,5,0,0,Agree,Neither agree nor disagree,Somewhat agree,8000,6000,7500,5000,Slightly confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,675d8e72fa00e783c0d8baa4,13592.22,8832.47,Normcorrection-lowincome,others_average_pre |poor_focused_pre |similar_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 19:20,1/8/25 19:28,IP Address,89.46.182.34,100,460,TRUE,1/8/25 19:28,R_6OGvkyaFTTAbQgH,,,,,34.9458,-81.9334,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67ca3482382b0aca07bedfcd,43,Female,Yes,Yes,Married,"$7,500–$8,333/month",Completed graduate (Master’s or PhD),Black/African,Strong Democrat,4,8,100000,80000,100000,40000,Very confident,Somewhat believable,Very relevant,,,10 - Completely satisfied,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,1,2,5,Agree,Disagree,Somewhat disagree,100000,20000,80000,15000,Very confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,67ca3482382b0aca07bedfcd,13592.22,8832.47,Normcorrection-average,others_average_pre |poor_focused_pre |similar_average_pre ,others_average_post |poor_focus_post |similar_average_pos 
1/8/25 19:19,1/8/25 19:29,IP Address,75.91.103.182,100,595,TRUE,1/8/25 19:29,R_6dzhiRuWsL0BbfQ,,,,,41.3332,-81.5353,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",680b849fae75e69183a8162b,67,Female,Yes,Yes,Married,"$2,500–$3,333/month",Completed undergraduate,White/Caucasian,Strong Republican,2,9,4000,5000,6000,3000,Slightly confident,,,,,8,3,10 - Completely supportive,5,2,2,2,4,Somewhat agree,Somewhat agree,Agree,5000,6000,4000,3000,Slightly confident,,Thailand,680b849fae75e69183a8162b,13592.22,8832.47,Normcorrection-control_p,similar_average_pre |poor_focused_pre |others_average_pre ,others_average_post |poor_focus_post |similar_average_pos 
1/8/25 19:13,1/8/25 19:30,IP Address,209.76.51.71,100,977,TRUE,1/8/25 19:30,R_3sckgfcchDGC5qR,,,,,38.6646,-90.5758,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65fa233a67901de39eae872c,33,Male,Yes,Yes,Cohabiting,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Independent,3,0 - Not at all satisfied,3500,2450,1800,1300,Very confident,,,,,0 - Not at all satisfied,4,4,3,2,0,0,8,Somewhat agree,Neither agree nor disagree,Agree,3500,2450,2200,1800,Very confident,,Thailand,65fa233a67901de39eae872c,13592.22,8832.47,Normcorrection-control_a,others_average_pre |poor_focused_pre |similar_average_pre ,others_average_post |poor_focus_post |similar_average_pos 
1/8/25 19:20,1/8/25 19:31,IP Address,68.62.135.96,100,650,TRUE,1/8/25 19:31,R_5jbBXhxXxVLoHp7,,,,,33.2716,-87.5362,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",662a4a8b566905a139dc2ce1,50,Female,Yes,Yes,Married,"$2,500–$3,333/month",Some undergraduate,White/Caucasian,Lean Republican,5,5,3000,5000,5000,2500,Moderately confident,,,,,5,10 - Completely supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Somewhat agree,Somewhat disagree,Somewhat agree,3000,10000,5000,2500,Moderately confident,,Thailand,662a4a8b566905a139dc2ce1,13592.22,8832.47,Normcorrection-control_a,others_average_pre |similar_average_pre |poor_focused_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 19:26,1/8/25 19:31,IP Address,76.125.133.205,100,329,TRUE,1/8/25 19:31,R_6HZqWXNX1rXWkoN,,,,,41.4276,-79.7026,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6606ce9c3523446ed5777300,58,Female,Yes,Yes,Single,"$4,167–$4,999/month",Some graduate,White/Caucasian,Lean Democrat,1,9,55000,10000,10000,7000,Not at all confident,,,,,9,10 - Completely supportive,0 - Not at all supportive,8,3,3,4,0,Somewhat agree,Somewhat agree,Neither agree nor disagree,55000,10000,10000,7500,Not at all confident,,Thailand,6606ce9c3523446ed5777300,13592.22,8832.47,Normcorrection-control_p,similar_average_pre |poor_focused_pre |others_average_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 19:23,1/8/25 19:33,IP Address,23.118.209.185,100,625,TRUE,1/8/25 19:33,R_3kSpgHYnsOmFw29,,,,,41.5882,-81.5492,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",603e370c5ed1c2db2c3bde24,39,Male,Yes,Yes,Married,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Independent,2,5,10000,4000,5000,5000,Moderately confident,,,Somewhat unbelievable,Moderately relevant,5,6,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Agree,Neither agree nor disagree,Strongly agree,10000,7000,6000,5000,Moderately confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,603e370c5ed1c2db2c3bde24,13592.22,8832.47,Normcorrection-lowincome,poor_focused_pre |similar_average_pre |others_average_pre ,similar_average_pos |others_average_post |poor_focus_post 
1/8/25 19:28,1/8/25 19:34,IP Address,99.0.107.91,100,390,TRUE,1/8/25 19:34,R_5dXy3mGk7XGN41j,,,,,29.5554,-81.2207,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65316cc42df1082ea53d162b,64,Male,Yes,Yes,Married,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Strong Democrat,3,8,8000,10000,15000,4000,Moderately confident,Somewhat believable,Very relevant,,,8,10 - Completely supportive,5,10 - Completely supportive,3,3,2,2,Strongly agree,Strongly agree,Disagree,8000,13524,15000,4000,Moderately confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,65316cc42df1082ea53d162b,13592.22,8832.47,Normcorrection-average,others_average_pre |similar_average_pre |poor_focused_pre ,poor_focus_post |others_average_post |similar_average_pos 
1/8/25 19:27,1/8/25 19:35,IP Address,23.153.64.118,100,487,TRUE,1/8/25 19:35,R_6YPIgdTR6pIgPf3,,,,,37.751,-97.822,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67cb5baef51d73572cb490ae,32,Male,Yes,Yes,Married,"$8,334–$12,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Republican,6,8,20000,10000,15000,5000,Moderately confident,,,Somewhat believable,Very relevant,5,7,8,9,2.5,2.5,2.5,2.5,Agree,Somewhat agree,Somewhat agree,30000,15000,20000,10000,Very confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,67cb5baef51d73572cb490ae,13592.22,8832.47,Normcorrection-lowincome,others_average_pre |poor_focused_pre |similar_average_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 19:24,1/8/25 19:36,IP Address,172.7.174.196,100,714,TRUE,1/8/25 19:36,R_5g0qaiCizW6HguD,,,,,38.0896,-85.8491,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6754c9ee4f2311aba27cbcdc,26,Female,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,"White/Caucasian,Black/African",Strong Republican,2,7,5500,4500,5000,4000,Moderately confident,,,,,7,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Disagree,Somewhat disagree,Strongly agree,5500,4500,5000,4000,Moderately confident,,Thailand,6754c9ee4f2311aba27cbcdc,13592.22,8832.47,Normcorrection-control_a,others_average_pre |poor_focused_pre |similar_average_pre ,poor_focus_post |others_average_post |similar_average_pos 
1/8/25 19:31,1/8/25 19:36,IP Address,72.15.73.154,100,298,TRUE,1/8/25 19:36,R_6LFtSqbqbEY2fol,,,,,27.787,-82.6761,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6647d385a03fca12ce7acc45,42,Male,Yes,Yes,Married,"$6,667–$7,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,2,4,7500,7500,7500,5000,Moderately confident,,,,,4,8,5,8,2.5,2.5,2.5,2.5,Somewhat agree,Somewhat disagree,Neither agree nor disagree,7500,7500,7500,5000,Moderately confident,,Thailand,6647d385a03fca12ce7acc45,13592.22,8832.47,Normcorrection-control_p,poor_focused_pre |similar_average_pre |others_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 19:31,1/8/25 19:36,IP Address,154.91.152.160,100,295,TRUE,1/8/25 19:36,R_3vHUpLpaBx5HcCl,,,,,32.7797,-96.8022,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d75fb31b27f207a987061d,31,Male,Yes,Yes,Cohabiting,"$4,167–$4,999/month",Some graduate,White/Caucasian,Strong Democrat,2,7,50000,2500,2300,2500,Very confident,,,,,5,7,8,9,0,0,0,10,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,2300,2000,2000,2300,Moderately confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,67d75fb31b27f207a987061d,13592.22,8832.47,Normcorrection-control_p,poor_focused_pre |others_average_pre |similar_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 19:33,1/8/25 19:38,IP Address,70.18.15.177,100,303,TRUE,1/8/25 19:38,R_6cCtQAIc9x7y1LZ,,,,,40.8627,-73.6351,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e5291ff6c3d7d2a79ec869e,35,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Lean Democrat,4,6,15000,8000,15000,5000,Not at all confident,Somewhat believable,Slightly relevant,,,6,10 - Completely supportive,3,7,0,0,0,10,Somewhat agree,Somewhat agree,Somewhat agree,15000,13500,15000,10000,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,5e5291ff6c3d7d2a79ec869e,13592.22,8832.47,Normcorrection-average,similar_average_pre |poor_focused_pre |others_average_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 19:33,1/8/25 19:38,IP Address,107.222.96.109,100,299,TRUE,1/8/25 19:38,R_63yd5OIX0gU12xJ,,,,,33.1177,-96.6791,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63e52a987451db9972a9e26e,23,Male,Yes,Yes,Single,Prefer not to say,Some undergraduate,White/Caucasian,Independent,4,2,100000,80000,80000,60000,Not at all confident,,,,,2,10 - Completely supportive,1,10 - Completely supportive,0,0,0,10,Agree,Somewhat agree,Somewhat agree,80000,90000,100000,60000,Not at all confident,,Thailand,63e52a987451db9972a9e26e,13592.22,8832.47,Normcorrection-control_a,similar_average_pre |poor_focused_pre |others_average_pre ,similar_average_pos |others_average_post |poor_focus_post 
1/8/25 19:21,1/8/25 19:38,IP Address,212.32.101.24,100,1024,TRUE,1/8/25 19:38,R_67kVbjNQhzJunpq,,,,,37.751,-97.822,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67f2e663124c56672ad024e7,33,Female,Yes,Yes,Single,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),Black/African,Lean Republican,2,7,10000,6500,10000,5000,Moderately confident,,,,,7,8,1,Don't know/prefer not to answer,2,3,0,5,Strongly agree,Agree,Neither agree nor disagree,10000,6500,10000,5000,Moderately confident,,Thailand,67f2e663124c56672ad024e7,13592.22,8832.47,Normcorrection-control_a,others_average_pre |similar_average_pre |poor_focused_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 19:35,1/8/25 19:38,IP Address,100.40.108.111,100,205,TRUE,1/8/25 19:38,R_3eSyZhsInvtcJ6p,,,,,41.5076,-71.7162,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e0fa7e84d6bf16df6f5e1e0,43,Male,Yes,Yes,Married,"$12,500/month or more",Completed undergraduate,White/Caucasian,Strong Republican,4,8,15000,18000,10000,7000,Moderately confident,,,,,8,10 - Completely supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Disagree,Strongly disagree,Strongly agree,15000,12000,15000,7000,Moderately confident,,Thailand,5e0fa7e84d6bf16df6f5e1e0,13592.22,8832.47,Normcorrection-control_p,similar_average_pre |others_average_pre |poor_focused_pre ,poor_focus_post |others_average_post |similar_average_pos 
1/8/25 19:16,1/8/25 19:38,IP Address,73.161.62.42,100,1372,TRUE,1/8/25 19:38,R_330ZIBF7rj5OA3E,,,,,42.5538,-82.9185,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6021522cc0eec00d2e4ab6c7,35,Non-binary / third gender,Yes,Yes,Single,"Less than $1,000/month",Some undergraduate,White/Caucasian,Independent,1,7,2700,5400,5400,5400,Moderately confident,,,Somewhat believable,Moderately relevant,7,9,10 - Completely supportive,6,0,0,0,10,Strongly agree,Strongly agree,Somewhat disagree,2700,11000,5400,8800,Moderately confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,6021522cc0eec00d2e4ab6c7,13592.22,8832.47,Normcorrection-lowincome,similar_average_pre |poor_focused_pre |others_average_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 19:34,1/8/25 19:42,IP Address,66.30.82.187,100,439,TRUE,1/8/25 19:42,R_33d4tJbvJB6cIAD,,,,,42.8575,-72.594,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",57541379f5000a0006b06ab4,70,Female,Yes,Yes,Married,"$8,334–$12,499/month",High school graduate or GED equivalent,White/Caucasian,Strong Democrat,2,9,7000,10000,8000,7500,Not at all confident,Somewhat unbelievable,Slightly relevant,,,9,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,7,2,1,0,Agree,Agree,Somewhat disagree,8000,8500,10000,7500,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,57541379f5000a0006b06ab4,13592.22,8832.47,Normcorrection-average,others_average_pre |similar_average_pre |poor_focused_pre ,similar_average_pos |poor_focus_post |others_average_post 
