StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RelevantIDDuplicate,Q_DuplicateRespondent,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder_pre ,personal_threshold,others_average ,similar_average ,poor_focused ,confidence ,life_ladder_post ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Q15,PROLIFIC_PID,actual_average,actual_poor,treatment,Othersbelief_DO
30/7/25 0:13,30/7/25 0:21,IP Address,107.221.72.114,100,430,TRUE,30/7/25 0:21,R_12WcumJy1s1hhFn,,,,,33.9339,-117.8854,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",667f8a768415858efef4a729,49,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,Asian,Strong Democrat,3,4,13500,18000,17000,10000,Moderately confident,4,10 - Completely supportive,3,7,4,5,0,1,Thailand,667f8a768415858efef4a729,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 1:12,30/7/25 1:23,IP Address,173.81.97.143,100,638,TRUE,30/7/25 1:23,R_3QFfiWM8LU8hMxr,,,,,38.3467,-81.6359,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5748814f7fd0ec000fb6e5bf,50,Female,Yes,Yes,Married,"$6,667–$7,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,2,6,3500,3000,10000,2500,Slightly confident,5,10 - Completely supportive,3,9,5,0,0,5,Thailand,5748814f7fd0ec000fb6e5bf,13592.22,8832.47,Normcorrection-control_p,others_average |poor_focused |similar_average 
30/7/25 1:13,30/7/25 1:23,IP Address,104.15.113.65,100,589,TRUE,30/7/25 1:23,R_1F5udGf3dGREFb3,,,,,25.0108,-80.5218,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",644e70a29cba8cc79d738a7a,59,Male,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Independent,2,6,13000,14000,15000,9000,Slightly confident,6,10 - Completely supportive,7,5,7,3,0,0,Thailand,644e70a29cba8cc79d738a7a,13592.22,8832.47,Normcorrection-lowincome,similar_average |others_average |poor_focused 
30/7/25 1:16,30/7/25 1:23,IP Address,23.243.17.111,100,423,TRUE,30/7/25 1:23,R_72yNdUJ9FcHvWUx,,,,,33.9581,-118.3265,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5d37d2861566530016a061de,48,Male,Yes,Yes,Married,"$2,500–$3,333/month",High school graduate or GED equivalent,Hispanic/Latinx,Independent,4,7,6000,7000,6000,4000,Very confident,7,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,3,1,4,Thailand,5d37d2861566530016a061de,13592.22,8832.47,Normcorrection-lowincome,poor_focused |others_average |similar_average 
30/7/25 1:17,30/7/25 1:23,IP Address,107.145.242.152,100,353,TRUE,30/7/25 1:23,R_7adxIW1iRIn6rh7,,,,,28.5981,-81.3515,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67e46ccf0410df8605fde2c9,67,Male,Yes,Yes,Divorced,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Independent,1,4,3000,5000,3000,3000,Moderately confident,5,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2.5,2.5,2.5,2.5,Thailand,67e46ccf0410df8605fde2c9,13592.22,8832.47,Normcorrection-control_a,poor_focused |similar_average |others_average 
30/7/25 1:16,30/7/25 1:23,IP Address,73.57.198.113,100,404,TRUE,30/7/25 1:23,R_1xYkhS3qZbcYNoh,,,,,26.1374,-80.1684,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6116a5715df1ce8da68a0ad1,23,Female,Yes,Yes,Single,"$4,167–$4,999/month",Completed undergraduate,Black/African,Lean Democrat,3,7,4500,6000,5000,4500,Slightly confident,7,10 - Completely supportive,3,6,2.5,2,1,4.5,Thailand,6116a5715df1ce8da68a0ad1,13592.22,8832.47,Normcorrection-control_p,others_average |similar_average |poor_focused 
30/7/25 1:19,30/7/25 1:23,IP Address,67.243.81.40,100,245,TRUE,30/7/25 1:23,R_11hhJBr81YOEDkv,,,,,42.0688,-73.9637,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5f97253793335b0a74991119,74,Female,Yes,Yes,Married,"$4,167–$4,999/month",Some undergraduate,White/Caucasian,Lean Democrat,2,9,5000,7500,6500,5000,Not at all confident,9,10 - Completely supportive,2,5,0,0,0,10,Thailand,5f97253793335b0a74991119,13592.22,8832.47,Normcorrection-control_a,similar_average |poor_focused |others_average 
30/7/25 1:15,30/7/25 1:23,IP Address,107.194.78.118,100,472,TRUE,30/7/25 1:23,R_6Lec8kpiDW7AN22,,,,,30.1105,-97.3153,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",581bd344930a280001062c90,41,Female,Yes,Yes,Married,"$2,500–$3,333/month",Completed undergraduate,"White/Caucasian,Hispanic/Latinx",Strong Republican,7,2,3500,5500,3800,4200,Moderately confident,2,10 - Completely supportive,4,8,2,2,2,4,Thailand,581bd344930a280001062c90,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 1:18,30/7/25 1:23,IP Address,75.170.29.247,100,325,TRUE,30/7/25 1:23,R_77J5BmchLGvewd5,,,,,35.6218,-77.396,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",674c9345c2e37f695b20196a,59,Male,Yes,Yes,Cohabiting,"$1,667–$2,499/month",High school graduate or GED equivalent,Black/African,Lean Democrat,2,4,5000,10000,8000,5000,Very confident,4,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,674c9345c2e37f695b20196a,13592.22,8832.47,Normcorrection-control_p,similar_average |others_average |poor_focused 
30/7/25 1:19,30/7/25 1:23,IP Address,174.224.188.255,100,249,TRUE,30/7/25 1:23,R_1o1Q388m61m2TqW,,,,,41.7621,-72.7266,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",662bbef225ebc8c6520e5ea7,52,Female,Yes,Yes,Divorced,"$5,000–$5,833/month",Completed undergraduate,White/Caucasian,Independent,2,7,7000,10000,12000,5000,Slightly confident,7,10 - Completely supportive,5,8,5,3,2,0,Thailand,662bbef225ebc8c6520e5ea7,13592.22,8832.47,Normcorrection-control_a,others_average |similar_average |poor_focused 
30/7/25 1:19,30/7/25 1:23,IP Address,75.192.207.168,100,265,TRUE,30/7/25 1:23,R_6GCiyRZc5hA9OHa,,,,,42.3737,-71.1284,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",56888951d7848e000c39a122,42,Female,Yes,Yes,Married,"$6,667–$7,499/month",Completed undergraduate,White/Caucasian,Independent,6,5,10000,7000,8000,5000,Slightly confident,5,0 - Not at all supportive,0 - Not at all supportive,4,0,0,0,10,Thailand,56888951d7848e000c39a122,13592.22,8832.47,Normcorrection-control_p,similar_average |poor_focused |others_average 
30/7/25 1:22,30/7/25 1:23,IP Address,74.77.129.12,100,104,TRUE,30/7/25 1:23,R_5WHwPEawhkH6e8F,,,,,44.4687,-71.1851,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5c23c03889f035000173d7d7,32,Female,Yes,Yes,Cohabiting,"$3,334–$4,166/month",Completed graduate (Master’s or PhD),Asian,Lean Democrat,2,7,100000,100000,100000,80000,Not at all confident,7,8,6,10 - Completely supportive,0,0,0,10,Thailand,5c23c03889f035000173d7d7,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 1:21,30/7/25 1:23,IP Address,98.177.117.130,100,153,TRUE,30/7/25 1:23,R_7UfgirCs6C2Pyfv,,,,,31.9576,-110.9557,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5bfd81fb2feab400014d9060,51,Male,Yes,Yes,Married,"$12,500/month or more",Some undergraduate,White/Caucasian,Lean Republican,3,5,20000,10000,20000,5000,Very confident,5,1,3,3,3,3,2,2,Thailand,5bfd81fb2feab400014d9060,13592.22,8832.47,Normcorrection-average,others_average |poor_focused |similar_average 
30/7/25 1:17,30/7/25 1:23,IP Address,104.251.93.55,100,394,TRUE,30/7/25 1:23,R_5j1gXXufneZQeVz,,,,,37.751,-97.822,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6779ab59311fd2904146f0d7,30,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,Hispanic/Latinx,Strong Republican,3,5,16000,12500,16000,5000,Moderately confident,8,7,6,2,3,2,2,3,Thailand,6779ab59311fd2904146f0d7,13592.22,8832.47,Normcorrection-average,poor_focused |others_average |similar_average 
30/7/25 1:20,30/7/25 1:23,IP Address,76.143.198.142,100,214,TRUE,30/7/25 1:23,R_5TmUqRaul6xDYSO,,,,,29.5183,-95.0977,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e076480c4e1550e2114f006,48,Male,Yes,Yes,Married,"$4,167–$4,999/month",Some undergraduate,Hispanic/Latinx,Strong Republican,4,6,20000,5000,5000,5000,Not at all confident,6,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,5e076480c4e1550e2114f006,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 1:21,30/7/25 1:23,IP Address,65.76.249.107,100,124,TRUE,30/7/25 1:23,R_7NQVhkEMBFTlTlM,,,,,47.6109,-122.3303,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67ae48588905f3d80ad57864,48,Male,Yes,Yes,Married,"$7,500–$8,333/month",Completed graduate (Master’s or PhD),Black/African,Strong Republican,3,10 - Completely satisfied,15000,10000,10000,10000,Extremely confident,10 - Completely satisfied,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,67ae48588905f3d80ad57864,13592.22,8832.47,Normcorrection-control_p,similar_average |others_average |poor_focused 
30/7/25 1:18,30/7/25 1:23,IP Address,86.109.84.3,100,302,TRUE,30/7/25 1:24,R_6n0f8QAjFzPuK2K,,,,,35.2945,-78.0283,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67a9c8a7250c81c9519ca11e,37,Female,Yes,Yes,Married,"$8,334–$12,499/month",Some graduate,White/Caucasian,Lean Republican,5,9,5000,5000,5000,5000,Extremely confident,9,7,6,8,0,0,0,10,Thailand,67a9c8a7250c81c9519ca11e,13592.22,8832.47,Normcorrection-control_p,others_average |poor_focused |similar_average 
30/7/25 1:09,30/7/25 1:24,IP Address,104.2.226.121,100,875,TRUE,30/7/25 1:24,R_1F9eSea9iAZ9aW8,,,,,35.3135,-81.5599,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6752f0bf89185ea06e300a69,44,Female,Yes,Yes,Single,"Less than $1,000/month",High school graduate or GED equivalent,White/Caucasian,Independent,1,2,10000,8000,8000,7000,Not at all confident,0 - Not at all satisfied,7,10 - Completely supportive,8,0,0,0,10,Thailand,6752f0bf89185ea06e300a69,13592.22,8832.47,Normcorrection-lowincome,poor_focused |similar_average |others_average 
30/7/25 1:15,30/7/25 1:24,IP Address,172.56.101.127,100,499,TRUE,30/7/25 1:24,R_5rc6iaOLB3vrJ13,,,,,28.0206,-82.4574,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5796beee454e5400015f4205,58,Female,Yes,Yes,Cohabiting,"$1,000–$1,666/month",Some undergraduate,White/Caucasian,Strong Democrat,2,8,2400,4000,3500,2300,Slightly confident,8,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,6,1,2,1,Thailand,5796beee454e5400015f4205,13592.22,8832.47,Normcorrection-average,poor_focused |others_average |similar_average 
30/7/25 1:17,30/7/25 1:24,IP Address,64.68.250.121,100,419,TRUE,30/7/25 1:24,R_7n2ceILrERD3nTk,,,,,31.6279,-110.334,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",672c2b25d6aa996ff3d8244f,67,Female,Yes,Yes,Divorced,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Independent,1,7,3000,3000,3000,3000,Slightly confident,7,6,3,3,5,0,0,5,Thailand,672c2b25d6aa996ff3d8244f,13592.22,8832.47,Normcorrection-lowincome,similar_average |others_average |poor_focused 
30/7/25 1:20,30/7/25 1:24,IP Address,166.182.255.28,100,206,TRUE,30/7/25 1:24,R_69djxHiKeVfSQUa,,,,,43.6598,-70.2547,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6570b08c58d63e7508f01281,68,Male,Yes,Yes,Married,"$1,000–$1,666/month",Completed undergraduate,White/Caucasian,Strong Democrat,2,9,2000,3000,2500,1800,Slightly confident,9,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,5,0,0,Thailand,6570b08c58d63e7508f01281,13592.22,8832.47,Normcorrection-control_p,poor_focused |similar_average |others_average 
30/7/25 1:19,30/7/25 1:24,IP Address,104.230.224.235,100,310,TRUE,30/7/25 1:24,R_7rieBaSbeaSPKtn,,,,,39.9581,-82.8068,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",670598a65450648ae2ddb83b,70,Male,Yes,Yes,Divorced,"$1,667–$2,499/month",Some undergraduate,White/Caucasian,Independent,1,10 - Completely satisfied,1500,20000,5000,6000,Slightly confident,10 - Completely satisfied,10 - Completely supportive,5,10 - Completely supportive,0,0,0,10,Thailand,670598a65450648ae2ddb83b,13592.22,8832.47,Normcorrection-control_p,similar_average |others_average |poor_focused 
30/7/25 1:20,30/7/25 1:24,IP Address,97.166.156.24,100,239,TRUE,30/7/25 1:24,R_7Nt6gvlVIo21xl1,,,,,35.1293,-80.864,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",644ee5a8f25289f7efacbef4,65,Female,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,1,8,2000,3000,3000,2000,Not at all confident,8,9,6,6,10,0,0,0,Thailand,644ee5a8f25289f7efacbef4,13592.22,8832.47,Normcorrection-control_a,similar_average |poor_focused |others_average 
30/7/25 1:20,30/7/25 1:24,IP Address,174.242.140.174,100,221,TRUE,30/7/25 1:24,R_5azxFI21Axr9qMW,,,,,42.1763,-72.5771,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",55d1955dcc2b1800102be8e3,54,Male,Yes,Yes,Cohabiting,"$5,834–$6,666/month",Completed undergraduate,White/Caucasian,Strong Republican,2,4,9000,6000,8000,3000,Slightly confident,4,6,0 - Not at all supportive,0 - Not at all supportive,1,1,1,7,Thailand,55d1955dcc2b1800102be8e3,13592.22,8832.47,Normcorrection-lowincome,others_average |similar_average |poor_focused 
30/7/25 1:16,30/7/25 1:24,IP Address,99.109.149.93,100,463,TRUE,30/7/25 1:24,R_6WuwrOT4Xb6rS2V,,,,,33.9449,-117.3834,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5df39c6805620526e328a329,27,Female,Yes,Yes,Cohabiting,"$3,334–$4,166/month",High school graduate or GED equivalent,Hispanic/Latinx,Independent,4,8,7000,8000,7000,5000,Slightly confident,8,8,4,7,3,1,1,5,Thailand,5df39c6805620526e328a329,13592.22,8832.47,Normcorrection-average,others_average |poor_focused |similar_average 
30/7/25 1:20,30/7/25 1:24,IP Address,207.172.101.145,100,234,TRUE,30/7/25 1:24,R_5MKmfKSYIa7J3LL,,,,,40.6561,-75.2336,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",641385c88f29eb3264283818,59,Male,Yes,Yes,Single,"$1,000–$1,666/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Republican,1,0 - Not at all satisfied,4000,10000,4000,4000,Slightly confident,0 - Not at all satisfied,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,641385c88f29eb3264283818,13592.22,8832.47,Normcorrection-average,poor_focused |similar_average |others_average 
30/7/25 1:20,30/7/25 1:24,IP Address,70.94.12.214,100,224,TRUE,30/7/25 1:24,R_5EnSwgc04tI7cPs,,,,,38.9268,-94.7134,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",671bf57baf2c2374636a8c4d,51,Male,Yes,Yes,Single,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,1,6,5000,15000,7500,3000,Slightly confident,6,10 - Completely supportive,0 - Not at all supportive,8,0,0,0,10,Thailand,671bf57baf2c2374636a8c4d,13592.22,8832.47,Normcorrection-average,poor_focused |similar_average |others_average 
30/7/25 1:20,30/7/25 1:24,IP Address,108.32.65.156,100,233,TRUE,30/7/25 1:24,R_3YnAj6uHI3KVBYW,,,,,40.5457,-80.0508,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63671bfc81a5eca4218b6417,54,Male,Yes,Yes,Married,"$12,500/month or more",Completed undergraduate,Asian,Independent,3,7,20000,12000,20000,5000,Not at all confident,7,10 - Completely supportive,3,9,2,2,0,6,Thailand,63671bfc81a5eca4218b6417,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 1:19,30/7/25 1:24,IP Address,216.79.17.113,100,303,TRUE,30/7/25 1:24,R_6CD5mEdNY5pCdfd,,,,,40.1149,-82.9054,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",681267c047bec208f12b7cca,68,Male,Yes,Yes,Married,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,2,6,14300,8000,10000,4000,Moderately confident,6,8,7,5,6,0,0,4,Thailand,681267c047bec208f12b7cca,13592.22,8832.47,Normcorrection-average,others_average |poor_focused |similar_average 
30/7/25 1:22,30/7/25 1:24,IP Address,132.147.144.111,100,142,TRUE,30/7/25 1:24,R_7RcQ74Xlh6ZeHTP,,,,,32.7692,-97.7515,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",617323e630f3fa36361cb35b,55,Female,Yes,Yes,Married,"$5,834–$6,666/month",Some undergraduate,White/Caucasian,Lean Republican,2,0 - Not at all satisfied,7000,10000,10000,10000,Slightly confident,0 - Not at all satisfied,10 - Completely supportive,10 - Completely supportive,4,5,0,0,5,Thailand,617323e630f3fa36361cb35b,13592.22,8832.47,Normcorrection-control_a,similar_average |poor_focused |others_average 
30/7/25 1:19,30/7/25 1:24,IP Address,191.96.103.88,100,298,TRUE,30/7/25 1:24,R_5cdjGw1sQ0cBLy1,,,,,47.6109,-122.3303,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",558ad919fdf99b7c4d36e519,39,Male,No,Yes,Married,Prefer not to say,Completed graduate (Master’s or PhD),Black/African,Independent,3,8,100000,100000,100000,100000,Very confident,8,5,3,7,0,0,0,10,Thailand,558ad919fdf99b7c4d36e519,13592.22,8832.47,Normcorrection-control_p,others_average |similar_average |poor_focused 
30/7/25 1:20,30/7/25 1:24,IP Address,67.172.100.92,100,222,TRUE,30/7/25 1:24,R_79clZd9ahWZFDXz,,,,,37.0634,-88.6632,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",616d94407f0e63a61e856056,67,Female,Yes,Yes,Divorced,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Independent,1,9,4000,8000,6000,4000,Not at all confident,9,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,10,0,0,0,Thailand,616d94407f0e63a61e856056,13592.22,8832.47,Normcorrection-lowincome,similar_average |others_average |poor_focused 
30/7/25 1:20,30/7/25 1:24,IP Address,47.26.211.151,100,219,TRUE,30/7/25 1:24,R_5xgWco7Nt1Hy39n,,,,,42.9723,-85.9536,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",645179915e31c1aeb3dc8129,61,Male,Yes,Yes,Married,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,2,4,5000,7000,6000,5000,Slightly confident,4,8,6,6,5,0,0,5,Thailand,645179915e31c1aeb3dc8129,13592.22,8832.47,Normcorrection-lowincome,others_average |similar_average |poor_focused 
30/7/25 1:22,30/7/25 1:24,IP Address,173.22.132.219,100,121,TRUE,30/7/25 1:24,R_5KdRVPHB4uYs2eU,,,,,30.5046,-87.8841,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",55cc7cfb74297e0005235c27,35,Female,Yes,Yes,Single,"Less than $1,000/month",Completed undergraduate,White/Caucasian,Independent,2,6,2500,5000,4000,2000,Not at all confident,5,10 - Completely supportive,Don't know/prefer not to answer,Don't know/prefer not to answer,0,0,0,10,Thailand,55cc7cfb74297e0005235c27,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 1:16,30/7/25 1:24,IP Address,113.20.55.122,100,499,TRUE,30/7/25 1:24,R_1mQwh9N6s4vr9zL,,,,,39.0814,-77.6443,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",682b76cd7d1dde59f69b3b71,45,Male,Yes,Yes,Married,"$5,000–$5,833/month",Completed undergraduate,White/Caucasian,Lean Republican,4,8,10000,6000,9000,3600,Extremely confident,7,7,5,8,1,0.25,0.25,8.5,Thailand,682b76cd7d1dde59f69b3b71,13592.22,8832.47,Normcorrection-control_a,others_average |similar_average |poor_focused 
30/7/25 1:20,30/7/25 1:24,IP Address,73.166.252.28,100,265,TRUE,30/7/25 1:24,R_37J2WoMazfQd4cF,,,,,29.745,-95.7326,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",660ecc63564bb067b9e791aa,64,Female,Yes,Yes,Divorced,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Republican,1,8,5000,7500,10000,5000,Slightly confident,8,Don't know/prefer not to answer,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,660ecc63564bb067b9e791aa,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 1:19,30/7/25 1:24,IP Address,173.15.85.229,100,323,TRUE,30/7/25 1:24,R_3lfNI72h9Gb02fw,,,,,41.9703,-87.664,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",598e325033481c000164d2aa,61,Female,Yes,Yes,Widowed,"$4,167–$4,999/month",Completed undergraduate,White/Caucasian,Strong Republican,1,8,4000,6000,5000,2500,Extremely confident,9,5,10 - Completely supportive,7,10,0,0,0,Thailand,598e325033481c000164d2aa,13592.22,8832.47,Normcorrection-average,poor_focused |others_average |similar_average 
30/7/25 1:21,30/7/25 1:24,IP Address,184.187.183.73,100,180,TRUE,30/7/25 1:24,R_7TsXdYbwZQF48zf,,,,,34.4026,-119.7211,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6175eab1ddb5791df88241d1,63,Female,Yes,Yes,Widowed,"$5,000–$5,833/month",Completed undergraduate,White/Caucasian,Lean Democrat,1,6,8500,10000,10000,3500,Moderately confident,6,10 - Completely supportive,8,7,2,2,0,6,Thailand,6175eab1ddb5791df88241d1,13592.22,8832.47,Normcorrection-lowincome,others_average |poor_focused |similar_average 
30/7/25 1:17,30/7/25 1:24,IP Address,89.43.143.81,100,423,TRUE,30/7/25 1:24,R_6d9RKBSuP4Ar0jz,,,,,38.894,-77.0365,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d5f8a62c137f9a17873486,22,Female,Yes,Yes,Single,"$3,334–$4,166/month",Some graduate,Black/African,Strong Democrat,3,8,8000,6000,7000,4000,Very confident,7,3,6,9,3,2,3,2,Thailand,67d5f8a62c137f9a17873486,13592.22,8832.47,Normcorrection-average,poor_focused |others_average |similar_average 
30/7/25 1:16,30/7/25 1:24,IP Address,172.58.164.223,100,503,TRUE,30/7/25 1:24,R_60d1xbSJSKQxSdr,,,,,41.8835,-87.6305,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66f878234e0e0f8629c315c0,30,Female,Yes,Yes,Married,"$7,500–$8,333/month",High school graduate or GED equivalent,White/Caucasian,Independent,3,6,10000,15000,12500,5000,Moderately confident,6,7,8,6,2,2,2,4,Thailand,66f878234e0e0f8629c315c0,13592.22,8832.47,Normcorrection-lowincome,similar_average |poor_focused |others_average 
